id,doc,line,mark,ruled_in,reason,zones,fields,values_governed,verdict,reaches,direction,confidence,reader_note,reader_zones,alarming
00498,or/multnomah/portland/33.120.txt,419,2,or/multnomah/portland,"manufactured dwellings are only allowed in manufactured dwelling parks, except on lots created under 33.642. A rule about a housing type this screen does not place","['RM1', 'RM2', 'RM3', 'RM4', 'RMP', 'RX']",['quadplex_allowed'],6,agree,not_ours,,inferred,Governs the Manufactured Dwelling housing type; our panelized four-unit building is not a manufactured dwelling and cannot be one.,,False
00499,or/multnomah/portland/33.120.txt,721,1,or/multnomah/portland,"the overall maximum FAR includes FAR received from a transfer. A note on the bonus table of 33.120.211; the FAR this layer encodes is the base figure from the summary of development standards, and a transfer can only raise it","['RM1', 'RM2', 'RM3', 'RM4', 'RMP', 'RX']","['max_coverage_pct', 'max_density_du_per_acre', 'max_far', 'max_height_ft', 'min_density_du_per_acre', 'min_frontage_ft', 'min_landscaped_pct', 'min_lot_sqft', 'min_lot_width_ft', 'setback_front_ft', 'setback_garage_entrance_ft', 'setback_rear_ft', 'setback_side_ft']",67,disagree,reaches,neither,inferred,"Says what counts inside the overall maximum FAR our pod must stay under in the multi-dwelling zones, but moves no number for a project that takes no bonus or transfer.",,False
00500,or/multnomah/portland/33.120.txt,722,2,or/multnomah/portland,"names the other bonuses -- Inclusionary Housing, Three-Bedroom Units, Visitable Units. A definition inside the bonus table, and every bonus raises a ceiling","['RM1', 'RM2', 'RM3', 'RM4', 'RMP', 'RX']","['max_coverage_pct', 'max_density_du_per_acre', 'max_far', 'max_height_ft', 'min_density_du_per_acre', 'min_frontage_ft', 'min_landscaped_pct', 'min_lot_sqft', 'min_lot_width_ft', 'setback_front_ft', 'setback_garage_entrance_ft', 'setback_rear_ft', 'setback_side_ft']",67,disagree,reaches,neither,inferred,"The bonus-FAR table sits over the RM zones our pod can be built in, but this note only names which bonuses count as the other bonuses row -- it defines a term and moves no dimension.",,False
00501,or/multnomah/portland/33.120.txt,723,3,or/multnomah/portland,"""the lower FAR applies in the RM4 zone in Historic and Conservation districts"". It picks between the two figures in a bonus table cell, and the bonus table is not encoded. Were it encoded, this is a `historic_resource` variant rather than a footnote -- that condition is registered and assumed false, so it would be written as a variant on the bonus figure and not left to a ruling","['RM1', 'RM2', 'RM3', 'RM4', 'RMP', 'RX']","['max_coverage_pct', 'max_density_du_per_acre', 'max_far', 'max_height_ft', 'min_density_du_per_acre', 'min_frontage_ft', 'min_landscaped_pct', 'min_lot_sqft', 'min_lot_width_ft', 'setback_front_ft', 'setback_garage_entrance_ft', 'setback_rear_ft', 'setback_side_ft']",67,narrower,some_zones,stricter,clear,"In RM4 inside a Historic or Conservation district the maximum FAR is the lower of the two printed figures, a tighter floor-area ceiling than the table's face value, and the note names RM4 alone out of the six zones governed.",RM4,True
00502,or/multnomah/portland/33.120.txt,1937,1,or/multnomah/portland,"""the standards of this table are minimums or maximums as indicated; compliance with the conditional use approval criteria might preclude development to the maximum intensity"". The institutional development standards tables of 33.110.240 and 33.120.240 both print it, and neither table is encoded here -- an institution in a residential zone is a conditional use, and the pod is not one","['RM1', 'RM2', 'RM3', 'RM4', 'RMP', 'RX']","['max_coverage_pct [civic_corridor]', 'max_density_du_per_acre', 'open_space_min_sqft', 'open_space_min_sqft []', 'setback_garage_entrance_ft [abuts_alley]', 'setback_rear_ft', 'setback_rear_ft [low_rise]', 'setback_side_ft', 'setback_side_ft [low_rise]', 'setback_street_side_ft']",30,agree,not_ours,,clear,"Footnote to Table 120-8, Institutional Development Standards -- an institutional use and a conditional-use approval criterion, neither of which is our four-unit household-living pod.",,False
00503,or/multnomah/portland/33.120.txt,1939,2,or/multnomah/portland,"campus-type developments are treated as one site, and the table's setbacks supersede Table 120-4's only at the campus perimeter. The multi-dwelling half of the same institutional table","['RM1', 'RM2', 'RM3', 'RM4', 'RMP', 'RX']","['max_coverage_pct [civic_corridor]', 'max_density_du_per_acre', 'open_space_min_sqft', 'open_space_min_sqft []', 'setback_garage_entrance_ft [abuts_alley]', 'setback_rear_ft', 'setback_rear_ft [low_rise]', 'setback_side_ft', 'setback_side_ft [low_rise]', 'setback_street_side_ft']",30,agree,not_ours,,clear,"Campus-type institutional development; the setbacks it discusses are the Table 120-8 institution setbacks, not the residential setbacks our pod must meet.",,False
00504,or/multnomah/portland/33.120.txt,1942,3,or/multnomah/portland,"towers and spires under 200 sq ft may exceed the height limit but must still meet the setback. A relaxation, on the institutional table. The digest moved because the body used to carry the page footer it was printed under; Portland's frame is recognised now -- this one ended on the page stamp ""120- 47""","['RM1', 'RM2', 'RM3', 'RM4', 'RMP', 'RX']","['max_coverage_pct [civic_corridor]', 'max_density_du_per_acre', 'open_space_min_sqft', 'open_space_min_sqft []', 'setback_garage_entrance_ft [abuts_alley]', 'setback_rear_ft', 'setback_rear_ft [low_rise]', 'setback_side_ft', 'setback_side_ft [low_rise]', 'setback_street_side_ft']",30,agree,not_ours,,clear,"An exception to the 75 ft institutional height limit in Table 120-8 for towers and spires -- a different use, and a feature our 26 ft pod does not have.",,False
00505,or/multnomah/portland/33.120.txt,1949,4,or/multnomah/portland,required landscaping counts toward the landscaped area standard. A relaxation of the institutional table's minimum landscaped area,"['RM1', 'RM2', 'RM3', 'RM4', 'RMP', 'RX']","['max_coverage_pct [civic_corridor]', 'max_density_du_per_acre', 'open_space_min_sqft', 'open_space_min_sqft []', 'setback_garage_entrance_ft [abuts_alley]', 'setback_rear_ft', 'setback_rear_ft [low_rise]', 'setback_side_ft', 'setback_side_ft [low_rise]', 'setback_street_side_ft']",30,agree,not_ours,,clear,"Governs the 20 percent minimum landscaped area in the institutional standards table, not any standard our residential pod is screened against.",,False
00506,or/multnomah/portland/33.120.txt,1951,5,or/multnomah/portland,"note 5 sends vehicle areas to the parking lot setback and landscaping standards of Chapter 33.266. It is marked on the two Buffering rows of Table 120-3, at L1929 and L1930, and this layer encodes no buffering field; the one thing it reads from 33.266 is the statement at L10-L17 that no parking is required. The note was unreadable until the page break stopped ending the block","['RM1', 'RM2', 'RM3', 'RM4', 'RMP', 'RX']","['max_coverage_pct [civic_corridor]', 'max_density_du_per_acre', 'open_space_min_sqft', 'open_space_min_sqft []', 'setback_garage_entrance_ft [abuts_alley]', 'setback_rear_ft', 'setback_rear_ft [low_rise]', 'setback_side_ft', 'setback_side_ft [low_rise]', 'setback_street_side_ft']",30,agree,not_ours,,clear,"Footnote to the institutional buffering rows of Table 120-8; it points at Chapter 33.266 for institutional vehicle areas, not for our residential parking court.",,False
00507,or/multnomah/portland/33.130.txt,219,1,or/multnomah/portland,"note 1 caps each Retail Sales And Service and Office use at 5,000 square feet of net building area in CR and CM1 -- 40,000 on a large CM1 site on a collector or better -- limits CR retail to 6:00 AM through 11:00 PM, and grandfathers Quick Vehicle Servicing that existed on 24 May 2018. Three real standards and none of them dimensional in the sense this screen means: they are floor area and opening hours for commerce. a limitation on a use this screen does not place. It is governed here because Table 130-1's cells are quoted for the permission, and the note sits on another row of the same table","['CE', 'CM1', 'CM2', 'CM3', 'CR', 'CX']",['quadplex_allowed'],6,agree,not_ours,,clear,"A use limitation on Retail Sales and Service, Office and Quick Vehicle Servicing in the commercial zones -- none of which is a four-unit dwelling.",,False
00508,or/multnomah/portland/33.130.txt,239,2,or/multnomah/portland,"note 2 makes Utility Scale Energy Production and Industrial Service conditional uses and caps every industrial use by floor area, zone by zone. a limitation on a use this screen does not place. It is governed here because Table 130-1's cells are quoted for the permission, and the note sits on another row of the same table","['CE', 'CM1', 'CM2', 'CM3', 'CR', 'CX']",['quadplex_allowed'],6,agree,not_ours,,clear,Size limits on industrial uses in the commercial/mixed-use zones; our building is a residential use.,,False
00509,or/multnomah/portland/33.130.txt,257,3,or/multnomah/portland,"note 3 sends Self-Service Storage to the special regulations in Chapter 33.284. a limitation on a use this screen does not place. It is governed here because Table 130-1's cells are quoted for the permission, and the note sits on another row of the same table","['CE', 'CM1', 'CM2', 'CM3', 'CR', 'CX']",['quadplex_allowed'],6,agree,not_ours,,clear,Applies only to the Self-Service Storage use category.,,False
00510,or/multnomah/portland/33.130.txt,260,4,or/multnomah/portland,"note 4 prohibits exterior display or storage of industrial equipment. A rule about what stands in the yard of a business, and it marks the industrial rows. a limitation on a use this screen does not place. It is governed here because Table 130-1's cells are quoted for the permission, and the note sits on another row of the same table","['CE', 'CM1', 'CM2', 'CM3', 'CR', 'CX']",['quadplex_allowed'],6,agree,not_ours,,clear,Prohibits exterior display or storage of equipment used for a business operation; our pod has no business operation.,,False
00511,or/multnomah/portland/33.130.txt,264,5,or/multnomah/portland,"note 5 allows most Community Service uses by right and sends shelters to Chapter 33.285. a limitation on a use this screen does not place. It is governed here because Table 130-1's cells are quoted for the permission, and the note sits on another row of the same table","['CE', 'CM1', 'CM2', 'CM3', 'CR', 'CX']",['quadplex_allowed'],6,agree,not_ours,,clear,"Applies to Community Service uses and shelters, not to household living.",,False
00512,or/multnomah/portland/33.130.txt,268,6,or/multnomah/portland,"note 6 allows some Radio Frequency Transmission Facilities by right and sends the rest to Chapter 33.274. a limitation on a use this screen does not place. It is governed here because Table 130-1's cells are quoted for the permission, and the note sits on another row of the same table","['CE', 'CM1', 'CM2', 'CM3', 'CR', 'CX']",['quadplex_allowed'],6,agree,not_ours,,clear,Applies to Radio Frequency Transmission Facilities only.,,False
00513,or/multnomah/portland/33.130.txt,271,7,or/multnomah/portland,"note 7 makes public safety facilities carrying transmission equipment a conditional use, treats small scale energy production as accessory within limits, and allows all other Basic Utilities. a limitation on a use this screen does not place. It is governed here because Table 130-1's cells are quoted for the permission, and the note sits on another row of the same table","['CE', 'CM1', 'CM2', 'CM3', 'CR', 'CX']",['quadplex_allowed'],6,agree,not_ours,,clear,Governs the Basic Utilities use category -- public safety facilities and small scale energy production -- not a dwelling.,,False
00514,or/multnomah/portland/33.130.txt,282,8,or/multnomah/portland,"note 8 makes Commercial Parking a conditional use in CX and sets out when it is allowed by right in CM2 and CM3. Parking as a business, which is not the parking this screen counts -- that is the accessory parking a dwelling owes, and it is read from Chapter 33.266. a limitation on a use this screen does not place. It is governed here because Table 130-1's cells are quoted for the permission, and the note sits on another row of the same table","['CE', 'CM1', 'CM2', 'CM3', 'CR', 'CX']",['quadplex_allowed'],6,agree,not_ours,,clear,"Regulates the Commercial Parking use category; our parking court is accessory to our own dwellings, not a Commercial Parking use.",,False
00515,or/multnomah/portland/33.130.txt,301,9,or/multnomah/portland,"note 9 prohibits Agriculture in CR and CM1 where the site fails Chapter 33.237. a limitation on a use this screen does not place. It is governed here because Table 130-1's cells are quoted for the permission, and the note sits on another row of the same table","['CE', 'CM1', 'CM2', 'CM3', 'CR', 'CX']",['quadplex_allowed'],6,agree,not_ours,,clear,Applies to the Agriculture use category only.,,False
00516,or/multnomah/portland/33.130.txt,304,10,or/multnomah/portland,"note 10 makes Agriculture a conditional use in CM2 and CX with a Market Garden election. a limitation on a use this screen does not place. It is governed here because Table 130-1's cells are quoted for the permission, and the note sits on another row of the same table","['CE', 'CM1', 'CM2', 'CM3', 'CR', 'CX']",['quadplex_allowed'],6,agree,not_ours,,clear,Applies to the Agriculture use category only.,,False
00517,or/multnomah/portland/33.130.txt,309,11,or/multnomah/portland,"note 11 makes outdoor Agriculture a conditional use in CM3 and CE and caps indoor Agriculture by floor area. a limitation on a use this screen does not place. It is governed here because Table 130-1's cells are quoted for the permission, and the note sits on another row of the same table","['CE', 'CM1', 'CM2', 'CM3', 'CR', 'CX']",['quadplex_allowed'],6,agree,not_ours,,clear,Applies to indoor and outdoor Agriculture only.,,False
00518,or/multnomah/portland/33.140.txt,201,3,or/multnomah/portland,"note 3 caps Retail Sales And Service in the EG zones at 20,000 square feet of net building area plus exterior activity area, or the site's own square footage, whichever is less. a limitation on a use this screen does not place. It is governed here because Table 140-1's cells are quoted for the permission, and the note sits on another row of the same table","['EG1', 'EG2', 'EX', 'IG1', 'IG2', 'IH']",['quadplex_allowed'],6,agree,not_ours,,clear,"A floor-area cap on Retail Sales And Service uses in the EG zones; the Household Living row of Table 140-1 carries footnotes 1 and 2, not this one.",,False
00519,or/multnomah/portland/33.140.txt,212,4,or/multnomah/portland,"note 4 allows one Retail or Office use per site in IG1, up to 3,000 square feet. a limitation on a use this screen does not place. It is governed here because Table 140-1's cells are quoted for the permission, and the note sits on another row of the same table","['EG1', 'EG2', 'EX', 'IG1', 'IG2', 'IH']",['quadplex_allowed'],6,agree,not_ours,,clear,Limits Retail Sales And Service and Office uses in IG1; our pod is neither.,,False
00520,or/multnomah/portland/33.140.txt,241,5,or/multnomah/portland,"note 5 is note 4 for IG2, at up to four uses per site. a limitation on a use this screen does not place. It is governed here because Table 140-1's cells are quoted for the permission, and the note sits on another row of the same table","['EG1', 'EG2', 'EX', 'IG1', 'IG2', 'IH']",['quadplex_allowed'],6,agree,not_ours,,clear,"Limits Retail Sales And Service and Office uses in IG2 -- four commercial tenancies, not four dwelling units.",,False
00521,or/multnomah/portland/33.140.txt,266,6,or/multnomah/portland,"note 6 is note 5 for IH. a limitation on a use this screen does not place. It is governed here because Table 140-1's cells are quoted for the permission, and the note sits on another row of the same table","['EG1', 'EG2', 'EX', 'IG1', 'IG2', 'IH']",['quadplex_allowed'],6,agree,not_ours,,clear,Limits Retail Sales And Service and Office uses in IH; nothing in it touches a dwelling.,,False
00522,or/multnomah/portland/33.140.txt,296,7,or/multnomah/portland,"note 7 sends Self-Service Storage to its special regulations. a limitation on a use this screen does not place. It is governed here because Table 140-1's cells are quoted for the permission, and the note sits on another row of the same table","['EG1', 'EG2', 'EX', 'IG1', 'IG2', 'IH']",['quadplex_allowed'],6,agree,not_ours,,clear,Applies only to the Self-Service Storage use category.,,False
00523,or/multnomah/portland/33.140.txt,299,8,or/multnomah/portland,"note 8 makes Waste-Related uses conditional unless Metro has approved them with a mitigation plan under ORS 268.317 and the location conforms to the Regional Solid Waste Management Plan. a limitation on a use this screen does not place. It is governed here because Table 140-1's cells are quoted for the permission, and the note sits on another row of the same table","['EG1', 'EG2', 'EX', 'IG1', 'IG2', 'IH']",['quadplex_allowed'],6,agree,not_ours,,clear,Applies only to Waste-Related uses.,,False
00524,or/multnomah/portland/33.140.txt,310,9,or/multnomah/portland,"note 9 allows most Community Service uses by right in the E zones and sends shelters to Chapter 33.285. a limitation on a use this screen does not place. It is governed here because Table 140-1's cells are quoted for the permission, and the note sits on another row of the same table","['EG1', 'EG2', 'EX', 'IG1', 'IG2', 'IH']",['quadplex_allowed'],6,agree,not_ours,,clear,"Applies to Community Service uses and shelters in the E zones, not to household living.",,False
00525,or/multnomah/portland/33.140.txt,385,10,or/multnomah/portland,"note 10 prohibits short term and mass shelters in the I zones and makes Daycare and Community Service over 3,000 square feet a conditional use. a limitation on a use this screen does not place. It is governed here because Table 140-1's cells are quoted for the permission, and the note sits on another row of the same table","['EG1', 'EG2', 'EX', 'IG1', 'IG2', 'IH']",['quadplex_allowed'],6,agree,not_ours,,clear,"Limits the Daycare and Community Service use categories (shelters, net building area thresholds); our pod is Household Living, not a Community Service or Daycare use.",,False
00526,or/multnomah/portland/33.140.txt,392,11,or/multnomah/portland,"note 11 allows Basic Utilities in the E zones and sends public safety transmission facilities to Chapter 33.274. a limitation on a use this screen does not place. It is governed here because Table 140-1's cells are quoted for the permission, and the note sits on another row of the same table","['EG1', 'EG2', 'EX', 'IG1', 'IG2', 'IH']",['quadplex_allowed'],6,agree,not_ours,,clear,"Governs the Basic Utilities use category and radio frequency transmission facilities, not a dwelling.",,False
00527,or/multnomah/portland/33.140.txt,395,12,or/multnomah/portland,"note 12 is note 11 for the I zones, with public safety facilities over 3,000 square feet a conditional use. a limitation on a use this screen does not place. It is governed here because Table 140-1's cells are quoted for the permission, and the note sits on another row of the same table","['EG1', 'EG2', 'EX', 'IG1', 'IG2', 'IH']",['quadplex_allowed'],6,agree,not_ours,,clear,Governs Basic Utilities and public safety facilities as primary uses; nothing in it applies to a four-unit dwelling.,,False
00528,or/multnomah/portland/33.140.txt,405,13,or/multnomah/portland,"note 13 allows some Radio Frequency Transmission Facilities by right. a limitation on a use this screen does not place. It is governed here because Table 140-1's cells are quoted for the permission, and the note sits on another row of the same table","['EG1', 'EG2', 'EX', 'IG1', 'IG2', 'IH']",['quadplex_allowed'],6,agree,not_ours,,clear,Regulates radio frequency transmission facilities as a use; our pod is not one.,,False
00529,or/multnomah/portland/33.140.txt,408,14,or/multnomah/portland,"note 14 makes Commercial Parking a conditional use in the E and I zones unless a plan district says otherwise. a limitation on a use this screen does not place. It is governed here because Table 140-1's cells are quoted for the permission, and the note sits on another row of the same table","['EG1', 'EG2', 'EX', 'IG1', 'IG2', 'IH']",['quadplex_allowed'],6,agree,not_ours,,clear,"Commercial Parking is a stand-alone parking use category; our parking court is accessory to the dwellings, not a Commercial Parking primary use.",,False
00530,or/multnomah/portland/33.140.txt,412,15,or/multnomah/portland,"note 15 allows Agriculture with a Market Garden election. a limitation on a use this screen does not place. It is governed here because Table 140-1's cells are quoted for the permission, and the note sits on another row of the same table","['EG1', 'EG2', 'EX', 'IG1', 'IG2', 'IH']",['quadplex_allowed'],6,agree,not_ours,,clear,"Concerns the Agriculture use category and market gardens, not residential development.",,False
00531,or/multnomah/portland/33.140.txt,416,16,or/multnomah/portland,"note 16 freezes Bulk Fossil Fuel Terminals at their 31 August 2022 storage capacity, prohibits coal storage, and prohibits new terminals outright. a limitation on a use this screen does not place. It is governed here because Table 140-1's cells are quoted for the permission, and the note sits on another row of the same table","['EG1', 'EG2', 'EX', 'IG1', 'IG2', 'IH']",['quadplex_allowed'],6,agree,not_ours,,clear,Applies only to bulk fossil fuel terminals and their storage capacity.,,False
00532,or/multnomah/portland/33.140.txt,631,1,or/multnomah/portland,"Table 140-3's residential setbacks ""do not apply to lot lines that abut lots in the RX zone"". A relief, and one that rests on the neighbour's zoning rather than on this lot -- the same unheld fact the EX side and rear setbacks already stand at 10 ft for. Declining it keeps the 10; taking it would need the abutting parcel's zone, which this screen does not read. Not `unmeasured`, because the standard the note relieves is already encoded at its binding value and no verdict waits on the note. The digest moved because the body used to carry the page footer it was printed under; Portland's frame is recognised now -- this one ended on ""Title 33, Planning and Zoning""","['EG1', 'EG2', 'EX', 'IG1', 'IG2', 'IH']","['max_coverage_pct', 'max_far', 'max_height_ft', 'min_landscaped_pct', 'min_lot_sqft', 'quadplex_allowed', 'setback_front_ft', 'setback_front_max_ft', 'setback_rear_ft', 'setback_rear_ft [abuts_nonresidential_zone]', 'setback_side_ft', 'setback_side_ft [abuts_nonresidential_zone]']",17,disagree,reaches,looser,clear,"It exempts RX-abutting lot lines from the Table 140-3 extra 5-15 ft building setback and L3 landscape buffer, so a setback our pod would otherwise owe on an R-abutting lot line drops away there; a relaxation, but it moves a real setback in every E/I zone the table covers.",,False
00533,or/multnomah/portland/33.150.txt,178,1,or/multnomah/portland,"note 1 allows up to 10,000 square feet of Retail Sales And Service per site in CI1 as a conditional use. a limitation on a use this screen does not place. It is governed here because Table 150-1's cells are quoted for the permission, and the note sits on another row of the same table","['CI1', 'CI2', 'IR']",['quadplex_allowed'],3,agree,not_ours,,clear,"Limits the Retail Sales And Service use category, not Household Living.",,False
00534,or/multnomah/portland/33.150.txt,181,2,or/multnomah/portland,"note 2 allows 10,000 square feet each of Manufacturing And Production and Industrial Service per site in CI1 and CI2, with more allowed conditionally in CI2 and prohibited in CI1. a limitation on a use this screen does not place. It is governed here because Table 150-1's cells are quoted for the permission, and the note sits on another row of the same table","['CI1', 'CI2', 'IR']",['quadplex_allowed'],3,agree,not_ours,,clear,Caps floor area for manufacturing and industrial service uses; our pod is neither.,,False
00535,or/multnomah/portland/33.150.txt,193,3,or/multnomah/portland,"note 3 treats site-serving Basic Utilities and small scale energy production as accessory within stated limits and makes all other Basic Utilities conditional uses. a limitation on a use this screen does not place. It is governed here because Table 150-1's cells are quoted for the permission, and the note sits on another row of the same table","['CI1', 'CI2', 'IR']",['quadplex_allowed'],3,agree,not_ours,,clear,"Governs Basic Utilities and small scale energy production as uses; the 20 percent floor area cap it sets applies to energy production, not to dwellings.",,False
00536,or/multnomah/portland/33.150.txt,205,4,or/multnomah/portland,"note 4 sends most Community Service uses to conditional use review under Chapter 33.815 and shelters to Chapter 33.285. a limitation on a use this screen does not place. It is governed here because Table 150-1's cells are quoted for the permission, and the note sits on another row of the same table","['CI1', 'CI2', 'IR']",['quadplex_allowed'],3,agree,not_ours,,clear,Routes Community Service uses and shelters through conditional use review; our pod is Household Living.,,False
00537,or/multnomah/portland/33.150.txt,213,5,or/multnomah/portland,"note 5 allows Parks And Open Areas by right and sends six accessory facilities to conditional use review. a limitation on a use this screen does not place. It is governed here because Table 150-1's cells are quoted for the permission, and the note sits on another row of the same table","['CI1', 'CI2', 'IR']",['quadplex_allowed'],3,agree,not_ours,,clear,Lists accessory facilities of a Parks And Open Areas use (including its parking areas) that need conditional use review; it does not touch a residential building parking court.,,False
00538,or/multnomah/portland/33.150.txt,226,6,or/multnomah/portland,"note 6 allows Colleges by right and sends large outdoor sports facilities to conditional use review. a limitation on a use this screen does not place. It is governed here because Table 150-1's cells are quoted for the permission, and the note sits on another row of the same table","['CI1', 'CI2', 'IR']",['quadplex_allowed'],3,agree,not_ours,,clear,Applies to Colleges and their outdoor sports facilities.,,False
00539,or/multnomah/portland/33.150.txt,230,7,or/multnomah/portland,"note 7 prohibits Agriculture where the site fails Chapter 33.237. a limitation on a use this screen does not place. It is governed here because Table 150-1's cells are quoted for the permission, and the note sits on another row of the same table","['CI1', 'CI2', 'IR']",['quadplex_allowed'],3,agree,not_ours,,clear,Concerns only the Agriculture use category.,,False
00540,or/multnomah/portland/33.150.txt,238,8,or/multnomah/portland,"note 8 allows some Radio Frequency Transmission Facilities by right. a limitation on a use this screen does not place. It is governed here because Table 150-1's cells are quoted for the permission, and the note sits on another row of the same table","['CI1', 'CI2', 'IR']",['quadplex_allowed'],3,agree,not_ours,,clear,Applies to radio frequency transmission facilities as a use.,,False
00541,or/multnomah/portland/33.150.txt,241,9,or/multnomah/portland,"note 9 conditions Group Living in the IR zone on the campus's impact mitigation plan naming it in the mission statement and accommodating its impacts. The closest call in this group and still not this building: Group Living and Household Living are different use categories in Title 33, and four dwelling units with their own kitchens are Household Living, which Table 150-1 gives IR as a bare Y with no bracket on it","['CI1', 'CI2', 'IR']",['quadplex_allowed'],3,agree,not_ours,,clear,"Applies to the Group Living use category and campus impact mitigation plans; our four dwelling units are Household Living, and group living is expressly outside our building.",,False
00542,or/multnomah/portland/33.150.txt,247,10,or/multnomah/portland,"note 10 allows Retail Sales And Service and Office uses on an institutional campus in the IR zone, accessory by right where the impact mitigation plan names them and as primary uses on stated conditions. a limitation on a use this screen does not place. It is governed here because Table 150-1's cells are quoted for the permission, and the note sits on another row of the same table","['CI1', 'CI2', 'IR']",['quadplex_allowed'],3,agree,not_ours,,clear,Conditions Retail Sales And Service and Office uses on an institutional campus; not a dwelling standard.,,False
00543,or/multnomah/portland/33.150.txt,293,11,or/multnomah/portland,"note 11 limits Schools, Colleges and Medical Centers in the IR zone to the large institutional campuses the zone was created to hold. a limitation on a use this screen does not place. It is governed here because Table 150-1's cells are quoted for the permission, and the note sits on another row of the same table","['CI1', 'CI2', 'IR']",['quadplex_allowed'],3,agree,not_ours,,clear,"Sets the institutional campus regime for High Schools, Colleges, Hospitals and Medical Centers; our pod is none of those.",,False
00544,or/multnomah/portland/33.150.txt,565,1,or/multnomah/portland,"for Colleges and Medical Centers the entire CI zone counts as one site regardless of ownership, and FAR, setbacks, building length, facade articulation, windows and the transit-street entrance are then measured from the perimeter of the zone. A different applicant and a different site: the pod is neither a college nor a medical centre, and reading a lot's standards off a campus perimeter is what this note exists to let a campus do","['CI1', 'CI2', 'IR']","['max_coverage_pct', 'max_far', 'max_height_ft', 'min_landscaped_pct', 'min_lot_sqft', 'quadplex_allowed', 'setback_front_ft', 'setback_front_ft [abuts_nonresidential_zone]', 'setback_front_max_ft', 'setback_front_max_ft [on_transit_street]', 'setback_rear_ft', 'setback_rear_ft [abuts_nonresidential_zone]', 'setback_side_ft', 'setback_side_ft [abuts_nonresidential_zone]']",33,agree,not_ours,,clear,"It rewrites how FAR, setbacks, building length and facade rules are measured, but the sentence opens by limiting itself to Colleges and Medical Centers, so a stand-alone fourplex is measured parcel by parcel as normal.",,False
00545,or/multnomah/portland/33.150.txt,569,2,or/multnomah/portland,"maximum FAR inside the Legacy Good Samaritan campus boundary on Map 150-3 is 3.7 to 1 rather than 3. A relaxation, on a mapped boundary nothing here reads; declining it can only cost a site that sits inside it","['CI1', 'CI2', 'IR']","['max_coverage_pct', 'max_far', 'max_height_ft', 'min_landscaped_pct', 'min_lot_sqft', 'quadplex_allowed', 'setback_front_ft', 'setback_front_ft [abuts_nonresidential_zone]', 'setback_front_max_ft', 'setback_front_max_ft [on_transit_street]', 'setback_rear_ft', 'setback_rear_ft [abuts_nonresidential_zone]', 'setback_side_ft', 'setback_side_ft [abuts_nonresidential_zone]']",33,narrower,some_zones,looser,clear,"On a CI2 lot inside the mapped Legacy Good Samaritan boundary the max FAR our pod must satisfy becomes 3.7 to 1 instead of the table 3 to 1 (4.5 vs 3.75 with the inclusionary housing bonus), so it raises the cap; mark [2] appears only in the CI2 column, not CI1 (0.5 to 1) or IR (2 to 1).",CI2,False
00546,or/multnomah/portland/33.150.txt,573,4,or/multnomah/portland,"heights are reduced next to certain zones under 33.150.210.C. Every reduction that subsection states lands at 30 ft or above -- 30 within 60 ft of an OS or RF-R2.5 line, 45 within 40 ft of an RM1-RMP or commercial line -- and the pod is 26 ft. A tightening that cannot reach this building, which is a different reason for dismissing it than the usual one and worth writing down as such","['CI1', 'CI2', 'IR']","['max_coverage_pct', 'max_far', 'max_height_ft', 'min_landscaped_pct', 'min_lot_sqft', 'quadplex_allowed', 'setback_front_ft', 'setback_front_ft [abuts_nonresidential_zone]', 'setback_front_max_ft', 'setback_front_max_ft [on_transit_street]', 'setback_rear_ft', 'setback_rear_ft [abuts_nonresidential_zone]', 'setback_side_ft', 'setback_side_ft [abuts_nonresidential_zone]']",33,narrower,some_zones,stricter,clear,"It lowers the maximum height below the 75 ft / 150 ft printed in Table 150-2 whenever the site is across the street from or adjacent to certain zones, a condition our 26 ft pod is subject to like any building; mark [4] sits on the CI1 and CI2 height cells only, IR 75 ft carries no mark, and the note itself does not state the reduced figure.","CI1,CI2",True
00547,or/multnomah/portland/33.150.txt,574,5,or/multnomah/portland,"where the maximum building setback applies there is no minimum setback. A relief, and one this file already takes the conservative side of: the street minimum is encoded at 0 from the table's own rows, so the note cannot loosen anything further. The digest moved because the body used to carry the page footer it was printed under; Portland's frame is recognised now","['CI1', 'CI2', 'IR']","['max_coverage_pct', 'max_far', 'max_height_ft', 'min_landscaped_pct', 'min_lot_sqft', 'quadplex_allowed', 'setback_front_ft', 'setback_front_ft [abuts_nonresidential_zone]', 'setback_front_max_ft', 'setback_front_max_ft [on_transit_street]', 'setback_rear_ft', 'setback_rear_ft [abuts_nonresidential_zone]', 'setback_side_ft', 'setback_side_ft [abuts_nonresidential_zone]']",33,narrower,some_zones,looser,clear,"Where the 10 ft maximum building setback applies, the minimum building setback from Table 150-2 drops away on that frontage; only CI2 and IR have a maximum setback (10 ft each), the CI1 cell reads None so nothing changes there.","CI2,IR",False
